age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
23,4,3,High School,Full-time,39612,Same Religion,1,4.117758025570247,1,Collaborative,5.546169145422042,0,0,0,6.660598065390533,4,Love,0,0,6.869041176984551,0
26,2,0,High School,Part-time,89721,Same Religion,1,6.960209777670576,1,Avoidant,2.563668205953189,0,0,1,3.0851434032500467,5,Love,1,0,4.445377208236636,0
33,1,1,High School,Part-time,66545,Different Religion,1,3.9881205388297714,2,Collaborative,4.991997860352408,0,0,1,6.880135798861679,0,Love,0,0,7.69906508358704,0
32,4,1,High School,Full-time,68649,Different Religion,1,6.390792351497057,0,Avoidant,5.77976859387678,1,0,0,5.396688387851262,1,Love,0,0,6.321949206996825,1
21,13,0,Bachelor,Full-time,66078,Same Religion,1,2.6376363750689857,1,Collaborative,7.160417451009126,0,0,0,10.0,1,Arranged,1,0,5.805348781050579,1
29,14,1,High School,Full-time,38803,Different Religion,1,4.605465045692069,1,Passive,3.8340140978507655,0,0,0,6.82597264528266,3,Love,1,0,6.835605493782087,0
18,10,2,High School,Part-time,72656,Same Religion,0,6.041143004185964,1,Collaborative,1.0,0,0,0,8.426499911027435,2,Arranged,1,0,8.060602142698851,1
28,2,0,Master,Part-time,95703,Same Religion,1,8.139598817544517,2,Collaborative,7.803558489389005,0,0,0,5.621778357674158,3,Love,1,0,5.320005472186349,0
37,8,1,High School,Unemployed,28878,Same Religion,1,3.039282147112996,4,Avoidant,6.420027879504708,0,0,0,5.002448644536135,0,Love,0,0,9.99959170066644,1
23,8,4,Master,Unemployed,61605,Same Religion,1,6.866960561095157,5,Avoidant,1.668435521920399,0,0,1,7.125374275512828,4,Other,1,0,4.310382062773792,0
23,6,3,Bachelor,Homemaker,75192,Same Religion,1,5.928535382209858,2,Avoidant,1.309451386172595,0,0,0,4.834138425804575,4,Love,0,0,6.651372674752195,0
31,7,2,Bachelor,Full-time,45029,Different Religion,0,8.92723932358268,4,Aggressive,6.654414425930729,0,0,0,6.5446823536480725,2,Arranged,0,0,7.04934491919031,0
20,6,2,Bachelor,Full-time,74646,Different Religion,1,5.191346032168664,0,Avoidant,4.243931190858938,0,0,1,4.395536282340604,5,Love,1,0,5.570231501823502,0
24,8,4,Bachelor,Unemployed,60899,Not Religious,1,6.868382303501553,2,Collaborative,1.448324292972503,0,0,0,9.606562913416845,4,Love,0,0,9.224123579303136,0
30,12,2,High School,Full-time,45748,Same Religion,1,5.687781899399681,4,Aggressive,2.3392893762954463,1,0,0,6.116054510264523,2,Love,1,0,8.851056226938613,0
24,1,2,PhD,Full-time,10000,Same Religion,0,4.046333212694037,2,Collaborative,4.647825451865058,1,0,0,4.501510525502139,3,Love,1,0,8.94407170688911,1
26,13,1,Bachelor,Full-time,58013,Same Religion,1,4.855670859236963,2,Collaborative,3.104408621338578,0,0,0,5.056605903948782,2,Love,0,0,5.963146466455462,1
31,1,2,Master,Homemaker,58533,Not Religious,1,4.486836774861656,0,Aggressive,3.7501724212151455,0,0,1,7.96661540729099,2,Love,1,0,6.578799827013949,1
30,1,1,Master,Full-time,86284,Different Religion,1,2.508477755346868,2,Passive,5.19251403329486,0,0,0,6.387265779318727,4,Arranged,1,0,9.108815714138863,0
29,37,3,High School,Full-time,66776,Not Religious,1,9.092577377165137,2,Collaborative,7.614973445832138,0,0,0,4.271085119927288,2,Love,1,0,4.439503600977497,1
26,31,4,High School,Part-time,49400,Same Religion,1,5.283276653139041,2,Collaborative,6.440381666273448,0,0,0,8.487346835840095,3,Love,0,0,7.751754536970592,0
29,1,2,High School,Full-time,28573,Same Religion,1,6.955704459663852,4,Collaborative,5.562613268197987,0,0,1,6.16128554237959,3,Love,1,0,9.271160479840034,0
27,5,2,Master,Homemaker,77490,Same Religion,1,3.7872579556285286,5,Collaborative,8.535013680684637,0,0,0,6.562766751243594,3,Arranged,1,0,3.842801130696796,0
30,2,0,Master,Full-time,62348,Not Religious,1,6.092699243437175,3,Aggressive,2.6514459388909857,0,0,1,4.461591155680192,4,Love,1,0,1.777840430797501,0
25,6,0,Bachelor,Part-time,52119,Not Religious,1,7.0129930741251005,2,Aggressive,4.8519752588633525,0,0,1,5.387542872972509,6,Arranged,1,0,4.385480592645832,0
27,17,0,High School,Full-time,49176,Same Religion,1,6.174142599651364,1,Collaborative,3.492142698742955,0,0,0,5.768759671235059,4,Love,1,0,4.463441550611295,0
23,30,3,High School,Unemployed,84868,Same Religion,1,4.339730532736686,2,Avoidant,4.668503068235273,0,0,1,4.086768185493016,4,Arranged,1,0,5.278639204492977,1
27,10,2,Master,Homemaker,87825,Different Religion,0,7.617796027365872,2,Collaborative,4.886887854180551,0,0,0,1.2245678935292394,2,Love,0,0,6.924980553812255,1
23,4,2,PhD,Unemployed,47465,Same Religion,1,1.9032042604330688,1,Passive,3.39790903577752,0,0,0,8.81462838042291,1,Love,1,0,5.351500202080365,0
22,9,0,High School,Unemployed,14033,Not Religious,1,2.847008882121528,3,Avoidant,4.064768236374567,0,0,0,3.172827231049465,1,Love,1,0,6.699145216369036,0
29,3,4,High School,Full-time,55731,Same Religion,1,5.767985085482279,1,Avoidant,6.679691359370893,0,0,0,4.429678861702237,5,Arranged,0,0,3.042042244606176,0
29,24,3,Bachelor,Homemaker,64521,Same Religion,1,1.2086931860561672,2,Avoidant,4.7265931195182045,0,0,0,4.8395524835535175,2,Love,1,0,10.0,1
31,20,1,High School,Part-time,61448,Different Religion,1,4.430214596950563,1,Collaborative,1.0,0,0,0,9.433306911243458,1,Love,0,0,6.836472641225932,1
25,8,2,Master,Homemaker,28513,Different Religion,1,5.057272516957815,3,Avoidant,6.743413240118848,0,0,0,5.28551649829167,7,Love,1,0,6.57169241097025,0
30,3,2,Bachelor,Part-time,90661,Same Religion,0,9.041848210205762,2,Aggressive,6.362312230696533,0,0,0,6.625187045781697,5,Love,1,0,5.399054918526051,0
30,3,3,Bachelor,Full-time,22791,Not Religious,0,4.679855237024585,2,Avoidant,1.811272829355932,0,1,0,7.49502857989244,2,Love,1,0,2.723991126091188,1
30,1,0,Bachelor,Part-time,45021,Not Religious,1,4.955601136750007,2,Aggressive,8.799672809170218,0,0,1,8.76560878989559,3,Love,1,0,4.964260549141536,0
23,16,0,Bachelor,Full-time,39561,Same Religion,1,2.301215112038927,4,Collaborative,4.37823605389333,0,0,1,4.624740720120313,5,Love,1,0,3.9057186916446582,0
28,5,1,High School,Part-time,38504,Same Religion,1,6.152384911041292,1,Collaborative,7.529650277927338,0,0,1,7.186608289437319,2,Love,1,0,2.685337651561376,1
29,3,5,Master,Full-time,16347,Same Religion,1,6.019845940386776,1,Collaborative,5.105497878495118,0,1,0,4.534889733414049,2,Other,0,0,5.087205126927894,1
28,6,2,Bachelor,Full-time,61212,Same Religion,0,3.8146082788678255,2,Passive,3.78489778024397,0,1,0,2.4872279755589437,6,Love,0,0,5.417188788089203,0
18,17,0,Bachelor,Homemaker,88290,Not Religious,1,7.827684773124607,1,Collaborative,5.96888620764744,0,0,0,5.70720123303796,3,Love,1,0,4.479599920854619,0
28,1,2,Bachelor,Homemaker,56706,Same Religion,1,7.697377176116008,2,Passive,3.693382717834906,0,1,1,4.513144429276956,3,Love,1,0,6.584550597629773,0
39,19,3,High School,Homemaker,39847,Same Religion,1,4.8813904626401925,2,Passive,4.615713975586033,0,0,1,9.42000727673122,6,Arranged,1,0,7.117311077706869,0
26,22,0,High School,Unemployed,88191,Not Religious,1,2.150233615256027,2,Avoidant,1.0704905981785644,0,0,1,9.062253985863428,3,Love,0,0,6.965385688348888,0
24,29,2,Bachelor,Part-time,76786,Same Religion,1,3.855639051997591,3,Aggressive,4.239633886240913,0,0,1,8.24641282390931,3,Love,1,0,6.221447588354372,0
29,5,2,Bachelor,Part-time,43109,Different Religion,1,9.068829676811818,1,Collaborative,1.9151233543526165,0,0,1,6.272480108415437,4,Love,1,1,4.3615659061315,0
29,2,2,Bachelor,Full-time,66446,Same Religion,1,6.278537332103975,3,Avoidant,4.98409493281835,0,0,1,5.940123495533003,6,Arranged,1,0,3.0748501370294505,1
33,4,0,Master,Homemaker,81580,Not Religious,1,4.467843075599351,3,Collaborative,6.257565362134814,0,0,1,6.671227758002321,2,Love,0,0,5.107629682127475,1
21,4,6,Bachelor,Homemaker,41922,Different Religion,0,8.732462290734391,3,Collaborative,5.132623147151184,0,0,1,5.940431404856317,2,Love,1,0,8.299122277524667,0
31,1,2,Bachelor,Unemployed,62433,Not Religious,1,5.629484063433756,3,Avoidant,7.320194324727685,1,1,0,4.7421567168961305,1,Love,0,0,4.977546410037997,1
30,9,1,High School,Homemaker,52230,Not Religious,0,6.02671452484951,1,Collaborative,9.944984183054675,0,0,0,4.999910943635332,1,Love,0,0,6.082087487427324,0
27,6,1,Master,Part-time,36149,Same Religion,1,10.0,1,Avoidant,4.723553159960499,0,0,0,7.531097097550921,2,Arranged,1,1,4.5869450309425215,1
29,20,0,Bachelor,Full-time,63324,Same Religion,1,7.842302916002992,0,Aggressive,5.190683179245924,0,0,0,10.0,2,Arranged,0,0,5.555443687867372,1
33,1,0,High School,Homemaker,68647,Different Religion,1,5.428975370503788,0,Collaborative,3.3616574935169155,1,0,1,6.326042093163468,3,Love,1,0,6.117492570844324,0
32,10,0,Bachelor,Full-time,60880,Not Religious,1,6.73986401409709,1,Avoidant,1.0,0,0,0,6.026555531332964,6,Arranged,0,0,5.366033428669803,0
22,14,1,Bachelor,Part-time,43675,Same Religion,1,7.101953760589858,2,Collaborative,5.338243036087628,0,0,0,4.6832380493240695,1,Arranged,1,0,2.632155534583008,0
32,14,1,Master,Full-time,102015,Not Religious,0,7.643056236771246,0,Collaborative,6.705534354969533,0,0,0,2.4719743949043145,3,Love,0,0,2.7804019002037115,1
27,21,3,PhD,Part-time,50207,Same Religion,0,3.92679922158139,2,Avoidant,5.04391196757205,0,0,1,7.286540226983148,5,Love,0,0,7.688661574967747,0
28,13,0,Bachelor,Unemployed,71168,Not Religious,1,9.259238966001584,2,Aggressive,2.953893549930263,0,1,0,4.120705676609865,3,Love,1,0,3.5623760230575483,1
28,26,2,Master,Part-time,76146,Same Religion,1,8.848649307148353,3,Collaborative,2.579688215853854,0,0,0,2.4054891400955385,1,Love,0,0,5.6672506703007794,0
27,4,1,High School,Part-time,10181,Same Religion,0,4.142129851687043,2,Collaborative,1.839719230428413,1,0,0,9.114583134314133,2,Love,1,0,5.32345887453183,1
33,6,0,Bachelor,Full-time,76587,Same Religion,0,5.971139222424286,2,Collaborative,4.732198173796644,0,0,0,8.101593131417856,6,Arranged,0,0,4.714398042542152,0
27,1,2,Master,Part-time,60178,Same Religion,0,6.1494853152773175,1,Passive,2.4954251719081477,0,1,1,2.6250935625182463,1,Other,1,0,6.635709328266368,0
22,1,4,Bachelor,Homemaker,54737,Same Religion,1,6.320655028909827,2,Avoidant,7.8946706608102675,0,0,1,10.0,3,Arranged,1,0,7.94765775411847,0
26,2,2,Bachelor,Full-time,57540,Same Religion,0,7.550938772254491,0,Avoidant,6.890198698677278,0,0,0,2.9044399017576628,3,Love,0,0,7.371380793352803,1
28,1,2,Master,Full-time,71657,Same Religion,1,5.3363078252851,1,Collaborative,7.620635373090074,0,0,0,2.920658796780866,2,Love,1,0,8.090582146022209,1
34,3,1,High School,Full-time,14348,Different Religion,1,6.864004276790976,2,Collaborative,8.19000058229259,0,0,1,2.263786861789129,5,Love,1,0,7.586956309871503,0
31,1,1,High School,Homemaker,60638,Same Religion,1,7.266152724117742,2,Aggressive,4.053872631891056,0,0,0,5.090734668593349,0,Love,0,0,5.763052361479671,1
23,1,1,Bachelor,Part-time,68620,Same Religion,1,6.991289113359497,0,Aggressive,7.083926856746103,0,0,0,8.513571838139686,2,Love,0,0,8.5775340550882,0
40,24,1,Master,Homemaker,103221,Not Religious,1,6.95132461829752,4,Collaborative,4.356495133470671,0,0,1,2.6586872830637773,4,Love,0,0,8.874206212438144,1
29,1,2,Master,Part-time,32995,Different Religion,1,7.109898317623396,7,Collaborative,4.386438950638177,0,0,1,4.606049338603258,2,Love,1,0,3.6333879486611873,1
34,13,2,Bachelor,Full-time,68867,Same Religion,1,6.430028454324801,3,Collaborative,4.495601734047437,0,1,0,6.707675509178202,7,Love,0,0,9.342846711260892,1
27,1,2,Master,Unemployed,50319,Not Religious,1,2.1639814303798333,3,Collaborative,2.946681749774693,0,0,0,4.911485535633771,4,Love,0,0,7.285569670339393,1
30,24,4,Master,Full-time,69690,Not Religious,1,3.971979507669305,1,Avoidant,4.650316190521087,0,0,0,6.009964565596816,2,Other,1,0,9.12137377004339,0
32,22,1,High School,Full-time,77332,Not Religious,1,3.4132826712492057,5,Collaborative,4.68727180104387,0,0,0,7.901927521994683,2,Love,1,0,9.461566816844082,1
34,10,3,Master,Full-time,45296,Not Religious,1,3.851939469172653,0,Collaborative,6.677713826455334,0,1,0,4.807758338579193,3,Arranged,0,0,6.8198882965413885,0
33,11,4,High School,Full-time,99102,Different Religion,1,4.021096404885708,3,Passive,4.449577516285621,0,0,1,4.064638217896843,4,Love,0,0,6.507505237234145,1
32,1,2,High School,Full-time,86431,Same Religion,1,8.073040466450115,3,Passive,3.6437360057220527,0,0,0,6.825065793943051,1,Love,0,0,6.6716788773155695,1
26,40,1,Bachelor,Full-time,75764,Different Religion,1,8.668448574257281,2,Collaborative,6.726055407975214,0,0,0,6.035704917442733,4,Arranged,0,0,5.540758590713279,0
25,21,2,Bachelor,Full-time,52864,Different Religion,1,7.286379648125816,0,Aggressive,2.7391807554875247,0,0,0,7.501223534823461,5,Love,0,0,4.371334584030548,0
29,22,1,Bachelor,Full-time,48909,Same Religion,1,4.013622534627324,1,Collaborative,4.66825674504662,1,0,0,7.807967812842511,1,Arranged,1,0,7.614090395795503,0
32,10,2,High School,Unemployed,68792,Same Religion,1,4.155475819889984,4,Collaborative,6.651683742859259,0,0,0,2.086466283129941,3,Arranged,0,1,8.549599609199532,0
26,4,3,High School,Full-time,52117,Same Religion,1,4.7080029669633205,2,Avoidant,7.061796382682339,1,0,1,4.395469437594001,3,Love,1,0,8.348637944914717,1
33,22,0,High School,Full-time,49525,Different Religion,0,4.535140783704821,1,Avoidant,8.289453401551956,0,0,1,4.90533543499259,3,Love,0,0,3.858941973565621,1
35,3,2,Bachelor,Full-time,98304,Same Religion,1,8.641173765986963,0,Passive,5.99980940908902,0,1,0,5.165670884968378,2,Love,1,0,2.9754752841235805,1
23,8,4,Master,Part-time,70950,Same Religion,0,3.285428774322096,2,Avoidant,5.287731988096943,1,0,0,9.444946025601284,2,Arranged,0,0,6.110685187806364,1
23,1,1,Master,Part-time,76471,Not Religious,1,6.627782526772463,1,Avoidant,8.979638999020702,0,1,0,1.0,3,Love,1,0,4.259793212780598,0
27,25,2,Master,Homemaker,97531,Same Religion,1,3.4520676291868835,2,Passive,2.920900920229425,1,0,1,5.015016668616092,4,Love,1,0,5.523628270450955,0
29,1,1,Bachelor,Unemployed,61662,Not Religious,1,6.992046901672455,0,Aggressive,6.962452410509021,0,0,1,3.8856822957787847,2,Love,1,0,6.109201499805741,0
25,2,6,Master,Full-time,47350,Same Religion,1,5.2356603132070685,4,Aggressive,5.321426981449857,0,0,0,8.038749889650198,9,Love,0,0,6.200934102213871,0
34,8,0,High School,Full-time,38596,Same Religion,1,3.7560942696159088,3,Passive,1.0,0,0,0,4.248622041057645,3,Arranged,1,0,4.914108287767295,1
30,14,1,High School,Full-time,87089,Same Religion,0,4.883834833305296,1,Aggressive,8.995098068780532,0,0,1,9.06628508554074,1,Arranged,1,0,7.705356131203122,0
28,9,2,Bachelor,Homemaker,52542,Same Religion,0,7.000900465322369,4,Collaborative,2.9772507504350965,1,0,0,5.870741593764802,2,Love,1,0,9.085912352555871,1
20,2,2,Bachelor,Part-time,10000,Same Religion,0,2.744282279347193,1,Collaborative,10.0,1,1,0,5.452750898458651,2,Love,0,1,9.144077695673149,1
21,1,4,Master,Full-time,10000,Not Religious,0,4.7448475418692375,1,Passive,5.383949774266867,0,0,0,4.7860567106875775,7,Love,0,0,6.022259602043376,0
29,14,0,Bachelor,Full-time,30490,Different Religion,1,5.625892034541736,3,Avoidant,2.6160948072714763,0,0,0,5.238655149194464,0,Arranged,0,0,7.885040825792368,0
18,40,2,High School,Full-time,52485,Not Religious,1,3.247468056748269,1,Aggressive,7.004859174872832,0,0,0,2.3106446379754817,4,Other,1,0,7.455161015959118,0
33,16,1,Master,Full-time,55469,Same Religion,0,4.095270659005729,4,Collaborative,4.033056252329817,0,1,0,2.9842878475687127,0,Arranged,1,0,6.183416853679294,0
27,6,2,Bachelor,Unemployed,70520,Same Religion,1,8.905583175736766,2,Aggressive,5.162855527780586,1,0,0,4.775856749163296,4,Love,1,0,4.841399824456045,0
44,23,0,Master,Part-time,37261,Same Religion,1,3.3544915414602823,1,Aggressive,6.390439148345102,0,0,0,7.460938406754559,6,Love,0,0,8.386652680070933,1
39,5,0,Master,Part-time,64367,Same Religion,1,4.928759340714875,4,Aggressive,5.268960926919705,0,0,1,8.004291959655689,3,Love,1,0,6.0528353075812085,1
27,7,1,High School,Full-time,77682,Different Religion,1,6.96894078686906,0,Passive,5.033824278287249,0,1,0,2.509635347328508,1,Love,1,0,4.728688990838194,1
27,6,3,High School,Full-time,57120,Same Religion,1,5.850076371305156,1,Avoidant,3.752610223527962,0,0,1,7.889530207878163,5,Love,1,0,8.128147331941413,0
32,5,3,High School,Part-time,50705,Not Religious,0,4.85739607115271,0,Avoidant,1.0,0,0,0,6.46103187672015,3,Love,0,1,5.1250755207727785,1
36,14,0,High School,Unemployed,42667,Different Religion,1,7.569303973821043,0,Avoidant,5.968817933599079,0,0,1,7.298031877326917,1,Love,0,0,4.645369363205182,0
19,7,2,High School,Full-time,82918,Not Religious,0,1.8468122598231904,1,Collaborative,6.414907410975839,0,0,1,5.763465131171961,6,Love,0,0,5.518544399627231,0
19,3,2,Bachelor,Part-time,32600,Different Religion,0,7.399334186236667,2,Avoidant,10.0,1,0,0,7.955761245888329,4,Arranged,1,0,7.6653316482616445,1
24,2,1,PhD,Unemployed,91538,Same Religion,1,4.100784742291624,4,Collaborative,7.084677985164113,0,0,0,4.503441000864309,2,Love,0,0,5.650435959846695,1
30,1,2,Master,Full-time,59548,Different Religion,1,1.0,3,Passive,2.452824597867993,0,0,0,5.689019996555601,3,Love,1,1,7.331688689974321,1
30,8,3,Master,Part-time,39226,Same Religion,1,10.0,3,Avoidant,1.0,0,0,0,3.792173768312404,2,Love,1,0,2.510204947012197,0
33,2,2,High School,Full-time,76815,Same Religion,0,6.074770674140495,0,Aggressive,1.0,0,1,1,2.854843894209663,3,Arranged,1,0,4.473251149418872,0
22,1,1,Bachelor,Unemployed,70163,Same Religion,1,7.537460605203378,2,Aggressive,5.121038818758481,0,0,1,1.0,1,Love,1,0,5.946137953887206,0
18,10,1,Bachelor,Full-time,68314,Same Religion,1,8.151313291702284,3,Aggressive,6.561414539279541,0,1,0,4.436713290787193,4,Arranged,0,1,6.357156675707275,0
32,11,0,High School,Part-time,74080,Same Religion,1,4.151023245773461,2,Collaborative,6.068505135308167,0,0,0,6.029611535317268,2,Other,1,0,5.166109091095172,0
23,13,4,Master,Full-time,63239,Same Religion,1,5.479735166392454,3,Avoidant,5.8278948018449865,1,0,0,7.692841133366629,7,Love,1,0,6.7558750196239945,1
18,7,1,PhD,Full-time,69175,Same Religion,1,5.928906157796892,2,Collaborative,8.467204315606942,0,0,1,8.505848176294004,1,Arranged,0,0,9.095091183940184,0
28,22,1,Bachelor,Unemployed,87214,Not Religious,1,4.594352708696475,3,Collaborative,5.977415811871395,0,0,1,10.0,2,Love,0,0,4.5325651848347,0
31,27,2,Master,Part-time,64050,Same Religion,1,8.376546792666112,2,Aggressive,2.653854320364529,1,0,0,5.063089755067223,0,Love,1,0,8.57428998140622,0
27,16,1,High School,Homemaker,76393,Same Religion,1,8.662961819605925,0,Passive,3.595166751024661,1,0,0,4.73494090663693,3,Love,1,0,5.356623359157206,0
25,10,1,Bachelor,Part-time,16008,Same Religion,1,5.740975662411236,0,Aggressive,6.151469737872739,0,0,0,10.0,4,Love,1,0,8.962164084867045,0
27,3,3,High School,Part-time,66485,Different Religion,0,6.997721380315363,0,Collaborative,5.528298879631167,1,0,0,6.114496642471574,4,Love,1,0,7.490524954713423,1
26,40,2,High School,Unemployed,110456,Same Religion,1,7.709225409991376,4,Aggressive,4.897801307559299,0,0,0,3.901724261930152,4,Arranged,1,0,4.687191458925367,0
21,3,5,Master,Full-time,24264,Same Religion,1,6.563098946755305,5,Avoidant,3.835754993196886,1,0,0,4.423690605150268,1,Love,0,0,7.05710687344217,0
24,2,1,Master,Full-time,100007,Same Religion,0,4.847544571988493,3,Avoidant,2.74966080855868,1,0,0,4.665730636165124,2,Love,1,0,3.268161976382836,1
30,5,2,Bachelor,Full-time,74420,Not Religious,1,1.0331639806343835,2,Aggressive,9.21072189091219,0,0,0,7.3272496572980765,5,Love,1,0,3.838824402762973,1
29,1,0,Bachelor,Full-time,26056,Same Religion,1,6.1888995958089295,1,Passive,2.6956120722254515,0,0,1,5.527698339283874,1,Arranged,1,0,4.935202398441702,0
28,38,5,Bachelor,Full-time,60808,Same Religion,0,7.590292658961887,4,Avoidant,3.5353116566509155,1,0,1,5.352716420914875,4,Love,1,0,6.273808144576131,0
23,8,0,Master,Homemaker,68043,Same Religion,1,4.112132328807448,3,Passive,5.135307335214168,0,0,0,7.951484786604209,2,Love,0,0,3.735636460551216,1
27,8,1,No Formal Education,Unemployed,78226,Different Religion,1,6.343254096269655,0,Passive,5.919556001668409,0,0,0,5.385077912960426,1,Love,0,0,1.8923560357032845,1
18,10,1,Master,Homemaker,51293,Same Religion,1,6.891169250736925,1,Aggressive,5.602705777388406,0,0,0,5.317289724904062,4,Love,1,0,5.162235204211521,1
28,6,0,Master,Homemaker,73924,Not Religious,1,6.902156061557759,2,Collaborative,1.0,0,0,0,4.339945333929244,3,Arranged,0,0,5.183015373179889,0
35,1,3,Bachelor,Full-time,87705,Same Religion,1,6.2497933886365455,2,Collaborative,5.940829265969874,1,0,0,8.119215924626584,5,Love,1,0,2.9006618538100977,1
20,9,3,Bachelor,Full-time,77729,Same Religion,1,4.001291617588391,1,Collaborative,7.806029767162634,1,0,0,7.911991880226244,2,Love,1,0,5.111532566563578,1
25,12,1,High School,Part-time,83863,Same Religion,1,8.412034053669643,2,Avoidant,5.6863557510843865,0,0,1,6.668527504340015,4,Love,0,0,7.316162986257296,0
29,5,1,High School,Homemaker,51089,Different Religion,1,5.910273004010938,5,Aggressive,10.0,0,0,0,5.792746379496669,5,Love,1,0,4.121461012018576,1
34,14,0,Master,Full-time,73706,Same Religion,1,4.925859079979826,1,Avoidant,8.572136711849481,0,1,0,8.424602879765514,3,Love,1,0,6.0505409539120345,1
25,2,5,Master,Part-time,105995,Same Religion,1,2.7163057229690577,3,Passive,4.179168327590856,0,0,0,2.848752678893157,4,Love,0,0,5.3406237997154085,1
24,2,0,Bachelor,Full-time,38401,Not Religious,1,6.808473877572212,1,Avoidant,3.704462940031164,1,0,1,8.478648786681191,4,Arranged,1,0,4.850139476065179,0
18,1,1,Bachelor,Full-time,68440,Same Religion,1,10.0,0,Collaborative,2.482963725302481,0,0,1,6.951836202562644,2,Love,1,0,1.0756530159219722,1
28,4,2,High School,Full-time,37699,Same Religion,1,5.529174206088932,1,Aggressive,5.133510479736556,0,0,0,3.787694040729177,2,Love,0,0,8.179707071363714,0
38,18,2,Bachelor,Full-time,85094,Same Religion,1,5.025458654031042,1,Collaborative,5.890964569003527,0,0,0,2.469067259965205,2,Love,0,0,6.791184043341112,1
29,17,3,Bachelor,Homemaker,20463,Not Religious,1,5.974817083241023,5,Passive,7.976607600610601,0,1,0,4.707430691372679,5,Love,1,0,4.1576275593939,0
27,4,0,Bachelor,Full-time,48641,Different Religion,0,5.849016771840855,2,Aggressive,4.987356259183359,0,0,0,5.760415961646711,5,Love,1,0,8.846338241468267,0
29,8,1,PhD,Homemaker,106138,Different Religion,1,5.2648448819990845,0,Avoidant,3.1169945479235097,0,1,0,7.766811350398621,3,Love,1,0,7.1729532176115285,1
27,12,3,High School,Full-time,50108,Same Religion,1,10.0,2,Collaborative,7.836226271828533,0,0,0,7.530054629930901,1,Love,1,0,4.277512528448408,0
23,2,0,Bachelor,Homemaker,58779,Same Religion,1,6.088766639415486,1,Passive,2.1051540495603778,0,0,0,7.132750097778605,4,Love,1,0,8.345026659747793,0
32,1,2,Bachelor,Part-time,84929,Same Religion,1,3.393954533213132,4,Collaborative,6.1590255706883,1,0,0,7.694122549373188,4,Love,0,0,4.922403060897047,1
29,35,1,No Formal Education,Unemployed,57227,Same Religion,1,3.644670733322519,1,Collaborative,5.564578988959841,1,0,0,8.78501585675988,3,Love,0,0,3.939127825464474,1
28,9,0,Master,Full-time,19353,Same Religion,1,8.278458719554468,1,Collaborative,5.310900049141857,0,0,0,10.0,4,Love,1,0,5.957194633497709,1
23,39,2,Bachelor,Part-time,38595,Not Religious,1,6.56819242201906,0,Aggressive,4.341317014820338,0,0,0,4.901456080406797,3,Love,1,0,5.884043023524715,1
34,4,5,No Formal Education,Homemaker,86362,Same Religion,1,5.29681364729863,2,Collaborative,8.039368448884794,1,0,0,5.8756453379563895,4,Love,0,0,6.237889751425735,0
31,12,1,Bachelor,Full-time,89429,Different Religion,0,5.130369895173231,2,Avoidant,5.881432175693676,1,0,1,3.626372282567305,4,Love,0,0,5.248367544228056,1
25,2,3,High School,Full-time,19856,Same Religion,0,7.39429891604,4,Collaborative,6.111218581830219,0,0,0,5.921440987673475,6,Love,1,0,7.256255890975308,0
33,3,2,Bachelor,Full-time,41010,Different Religion,1,4.421577801246372,0,Collaborative,6.773305464659472,0,1,1,4.310223610264689,2,Love,1,0,3.311767671534709,1
25,7,2,High School,Full-time,46553,Same Religion,1,5.700782367018489,4,Passive,1.514978186834921,0,0,0,9.05042551445442,4,Love,1,0,5.154544785534908,0
24,3,2,Bachelor,Full-time,52385,Same Religion,1,7.45747743879276,6,Passive,2.398586981738636,0,0,0,5.919935531121233,4,Arranged,1,0,6.237616832856485,0
24,1,3,PhD,Part-time,41421,Same Religion,1,4.513578526313054,2,Avoidant,3.092865831456838,1,0,1,3.6064172825936742,2,Arranged,0,1,4.88692151165734,1
19,3,0,Master,Full-time,62118,Not Religious,1,8.543635005419693,3,Collaborative,5.213585148503816,0,0,1,4.705993973576386,2,Arranged,1,0,7.2449947187697745,0
30,1,0,High School,Part-time,48539,Not Religious,1,2.724807076407308,1,Collaborative,2.930165077562985,0,1,0,5.197769606492459,2,Love,1,0,7.654909550804254,1
18,12,1,High School,Homemaker,51429,Same Religion,0,6.076345234536137,1,Collaborative,3.0605843369515986,0,0,0,3.1843429330667057,8,Love,1,0,6.684418026638642,0
21,6,3,High School,Part-time,37344,Same Religion,1,6.152317952608507,2,Avoidant,4.493561339898465,0,0,0,6.118376046008205,4,Arranged,0,0,4.041050880762064,0
18,1,0,High School,Full-time,75675,Same Religion,0,1.7521009034755073,2,Avoidant,7.452495852139027,0,0,0,8.488320824199757,2,Arranged,1,0,3.284035173586734,1
27,1,1,High School,Part-time,32256,Same Religion,0,4.514641797410053,1,Aggressive,7.400764098091299,0,0,0,2.747354339404054,2,Love,1,0,5.778554047562075,1
27,1,0,Bachelor,Full-time,67634,Different Religion,1,7.1931083728201815,2,Collaborative,6.618613279573852,0,0,0,6.82182829236248,5,Love,1,0,5.784425961037775,0
